"","id","longitude","latitude","geo_name"
"6997",8548,14.75,47.59,"Austria"
"6998",8549,14.95,47.52,"Austria"
"6999",8550,14.95,47.52,"Austria"
"7000",8551,14.95,47.52,"Austria"
"7001",8552,14.2,47.12,"Austria"
"7002",8553,14.57,47.07,"Austria"
"7003",8554,14.77,47.2,"Austria"
"7004",8555,14.75,47.2,"Austria"
"7005",8556,14.75,47.2,"Austria"
"7006",8557,14.75,47.2,"Austria"
"7007",8558,14.75,47.19,"Austria"
"7008",8559,15.25,47.82,"Austria"
"7009",8560,15.07,47.85,"Austria"
"7010",8561,15,47.85,"Austria"
"7011",8562,15,47.84,"Austria"
"7012",8563,15.3,47.8,"Austria"
"7013",8564,15.32,47.77,"Austria"
"7014",8565,15.32,47.77,"Austria"
"7015",8566,15.32,47.77,"Austria"
"7016",8567,15.32,47.76,"Austria"
"7017",8568,15.65,47.45,"Austria"
"7018",8569,15.08,47.33,"Austria"
"7019",8570,15.08,47.32,"Austria"
"7020",8571,15,47.33,"Austria"
"7021",8572,15.27,47.42,"Austria"
"7022",8573,15.27,47.42,"Austria"
"7023",8574,15.27,47.42,"Austria"
"7024",8575,15.26,47.42,"Austria"
"7025",8576,15.87,47.68,"Austria"
"7026",8577,15.78,47.72,"Austria"
"7027",8578,15.77,47.71,"Austria"
"7028",8579,15.78,47.72,"Austria"
"7029",8580,16.27,47.97,"Austria"
"7030",8581,16.27,47.97,"Austria"
"7031",8582,16.23,47.8,"Austria"
"7032",8583,16.22,47.83,"Austria"
"7033",8584,16.22,47.83,"Austria"
"7034",8585,16.22,47.82,"Austria"
"7035",8586,15.83,47.65,"Austria"
"7036",8587,15.78,47.57,"Austria"
"7037",8588,16.05,47.52,"Austria"
"7038",8589,16.05,47.52,"Austria"
"7039",8590,16.05,47.5,"Austria"
"7040",8591,16.03,47.52,"Austria"
"7041",8592,16.02,47.51,"Austria"
"7042",8593,16.03,47.52,"Austria"
"7043",8594,16.12,47.43,"Austria"
"7044",8595,16.23,47.33,"Austria"
"7045",8596,16.52,47.85,"Austria"
"7046",8597,16.52,47.85,"Austria"
"7047",8598,16.52,47.85,"Austria"
"7048",8599,16.55,47.85,"Austria"
"7049",8600,16.53,47.85,"Austria"
"7050",8601,16.52,47.84,"Austria"
"7051",8602,16.53,47.85,"Austria"
"7052",8603,16.53,47.85,"Austria"
"7053",8604,16.52,47.84,"Austria"
"7054",8605,16.33,47.22,"Austria"
"7055",8606,16.33,47.22,"Austria"
"7056",8607,16.32,47.21,"Austria"
"7057",8608,16.33,47.2,"Austria"
"7058",8609,16.87,47.95,"Austria"
"7059",8610,16.86,47.94,"Austria"
"7060",8611,16.85,47.95,"Austria"
"7061",8612,16.32,47.15,"Austria"
"7062",8613,12.42,46.75,"Austria"
"7063",8614,12.5,47.15,"Austria"
"7064",8615,16.86,47.94,"Austria"
"7065",8616,12.75,46.75,"Austria"
"7066",8617,12.78,46.83,"Austria"
"7067",8618,12.78,46.83,"Austria"
"7068",8619,12.78,46.82,"Austria"
"7069",8620,12.78,46.82,"Austria"
"7070",8621,12.8,46.83,"Austria"
"7071",8622,12.79,46.82,"Austria"
"7072",8623,12.82,46.83,"Austria"
"7073",8624,13.15,46.65,"Austria"
"7074",8625,13.18,46.98,"Austria"
"7075",8626,13.17,46.98,"Austria"
"7076",8627,13.7,46.78,"Austria"
"7077",8628,13.67,46.6,"Austria"
"7078",8629,13.67,46.6,"Austria"
"7079",8630,13.66,46.59,"Austria"
"7080",8631,13.88,46.62,"Austria"
"7081",8632,13.88,46.62,"Austria"
"7082",8633,13.87,46.62,"Austria"
"7083",8634,13.87,46.61,"Austria"
"7084",8635,13.88,46.62,"Austria"
"7085",8636,14.92,46.93,"Austria"
"7086",8637,14.92,46.93,"Austria"
"7087",8638,14.91,46.92,"Austria"
"7088",8639,14.33,46.5,"Austria"
"7089",8640,14.4,47.12,"Austria"
"7090",8641,14.39,47.11,"Austria"
"7091",8642,14.43,47.08,"Austria"
"7092",8643,14.42,47.07,"Austria"
"7093",8644,14.2,46.85,"Austria"
"7094",8645,14.2,46.84,"Austria"
"7095",8646,14.18,46.85,"Austria"
"7096",8647,14.1,46.72,"Austria"
"7097",8648,14.3,46.78,"Austria"
"7098",8649,14.8,46.78,"Austria"
"7099",8650,14.83,46.77,"Austria"
"7100",8651,14.33,46.67,"Austria"
"7101",8652,14.35,46.65,"Austria"
"7102",8653,14.33,46.65,"Austria"
"7103",8654,14.35,46.65,"Austria"
"7104",8655,14.35,46.65,"Austria"
"7105",8656,14.33,46.65,"Austria"
"7106",8657,14.33,46.65,"Austria"
"7107",8658,14.77,46.57,"Austria"
"7108",8659,14.76,46.57,"Austria"
"7109",8660,14.75,46.58,"Austria"
"7110",8661,14.5,46.5,"Austria"
"7111",8662,15.23,47.23,"Austria"
"7112",8663,15.15,46.95,"Austria"
"7113",8664,15.45,46.98,"Austria"
"7114",8665,15.45,47,"Austria"
"7115",8666,15.43,47,"Austria"
"7116",8667,15.45,47,"Austria"
"7117",8668,15.45,47,"Austria"
"7118",8669,15.43,47,"Austria"
"7119",8670,15.42,47,"Austria"
"7120",8671,15.43,47,"Austria"
"7121",8672,15.47,47.2,"Austria"
"7122",8673,15.47,47.2,"Austria"
"7123",8674,15.47,47.19,"Austria"
"7124",8675,15.47,47.2,"Austria"
"7125",8676,15.9,46.87,"Austria"
"7126",8677,15.88,46.8,"Austria"
"7127",8678,15.9,46.87,"Austria"
"7128",8679,15.9,46.87,"Austria"
"7129",8680,15.9,46.87,"Austria"
"7130",8681,15.98,46.7,"Austria"
"7131",8682,15.98,46.69,"Slovenia"
"7132",8683,15.98,46.68,"Slovenia"
"7133",8684,12.45,47,"Austria"
"7134",8685,12.45,47,"Austria"
"7135",8686,13,46.68,"Austria"
"7136",8687,13,46.68,"Austria"
"7137",8688,13.18,46.98,"Austria"
"7138",8689,13.2,46.98,"Austria"
"7139",8690,13.18,46.93,"Austria"
"7140",8691,13.17,46.92,"Austria"
"7141",8692,13.22,46.93,"Austria"
"7142",8693,13.28,46.72,"Austria"
"7143",8694,13.08,46.75,"Austria"
"7144",8695,13.08,46.73,"Austria"
"7145",8696,13.48,46.78,"Austria"
"7146",8697,13.85,46.73,"Austria"
"7147",8698,13.85,46.73,"Austria"
"7148",8699,14.18,47.12,"Austria"
"7149",8700,14.17,47.11,"Austria"
"7150",8701,14.18,47.12,"Austria"
"7151",8702,15.23,46.82,"Austria"
"7152",8703,15.45,47.12,"Austria"
"7153",8704,15.58,47.08,"Austria"
"7154",8705,15.58,47.07,"Austria"
"7155",8706,15.58,47.07,"Austria"
"7156",8707,15.55,46.78,"Austria"
"7157",8708,9.85,47.45,"Austria"
"7158",8709,9.73,47.43,"Austria"
"7159",8710,9.73,47.42,"Austria"
"7160",8711,9.73,47.43,"Austria"
"7161",8712,10.18,47.25,"Austria"
"7162",8713,10.17,47.25,"Austria"
"7163",8714,10.18,47.25,"Austria"
"7164",8715,9.92,46.97,"Austria"
"7165",8716,10.32,46.98,"Austria"
"7166",8717,10.32,46.98,"Austria"
"7167",8718,10.18,46.97,"Austria"
"7168",8719,10.73,47.5,"Austria"
"7169",8720,10.88,46.93,"Austria"
"7170",8721,10.85,46.9,"Austria"
"7171",8722,11.38,47.27,"Austria"
"7172",8723,11.37,47.26,"Austria"
"7173",8724,11.75,47.38,"Austria"
"7174",8725,12.65,47.6,"Austria"
"7175",8726,12.73,47.33,"Austria"
"7176",8727,12.95,47.05,"Austria"
"7177",8728,12.95,47.05,"Austria"
"7178",8729,13.15,47.35,"Austria"
"7179",8730,13.15,47.33,"Austria"
"7180",8731,13,47.22,"Austria"
"7181",8732,13.75,47.15,"Austria"
"7182",8733,13.75,47.15,"Austria"
"7183",8734,13.05,47.78,"Austria"
"7184",8735,13.04,47.78,"Austria"
"7185",8736,13.05,47.78,"Austria"
"7186",8737,13.63,47.42,"Austria"
"7187",8738,13.62,47.42,"Austria"
"7188",8739,13.63,47.43,"Austria"
"7189",8740,13.63,47.43,"Austria"
"7190",8741,13.62,47.63,"Austria"
"7191",8742,14.33,47.73,"Austria"
"7192",8743,14.33,47.73,"Austria"
"7193",8744,13.78,47.62,"Austria"
"7194",8745,13.77,47.61,"Austria"
"7195",8746,13.78,47.62,"Austria"
"7196",8747,13.75,47.62,"Austria"
"7197",8748,13.45,47.73,"Austria"
"7198",8749,13.45,47.73,"Austria"
"7199",8750,13.95,47.55,"Austria"
"7200",8751,13.93,47.55,"Austria"
"7201",8752,14.12,47.5,"Austria"
"7202",8753,14.77,47.42,"Austria"
"7203",8754,15.3,47.45,"Austria"
"7204",8755,15.3,47.45,"Austria"
"7205",8756,15.3,47.45,"Austria"
"7206",8757,15.83,47.7,"Austria"
"7207",8758,15.92,47.78,"Austria"
"7208",8759,15.9,47.78,"Austria"
"7209",8760,15.83,47.63,"Austria"
"7210",8761,15.82,47.63,"Austria"
"7211",8762,16.03,47.82,"Austria"
"7212",8763,16.02,47.82,"Austria"
"7213",8764,16.03,47.82,"Austria"
"7214",8765,16.5,47.98,"Austria"
"7215",8766,15.63,48.2,"Austria"
"7216",8767,15.62,48.18,"Austria"
"7217",8768,15.98,47.28,"Austria"
"7218",8769,16.67,47.47,"Hungary"
"7219",8770,17.03,47.77,"Austria"
"7220",8771,12.4,50.08,"Czech Republic"
"7221",8772,12.4,50.08,"Czech Republic"
"7222",8773,12.4,50.08,"Czech Republic"
"7223",8774,12.39,50.07,"Czech Republic"
"7224",8775,12.4,50.08,"Czech Republic"
"7225",8776,12.4,50.07,"Czech Republic"
"7226",8777,12.39,50.07,"Czech Republic"
"7227",8778,12.38,50.07,"Czech Republic"
"7228",8779,12.39,50.07,"Czech Republic"
"7229",8780,12.9,50.2,"Czech Republic"
"7230",8781,12.9,50.2,"Czech Republic"
"7231",8782,12.9,50.2,"Czech Republic"
"7232",8783,12.89,50.19,"Czech Republic"
"7233",8784,12.92,50.2,"Czech Republic"
"7234",8785,12.92,50.22,"Czech Republic"
"7235",8786,12.91,50.2,"Czech Republic"
"7236",8787,12.91,50.2,"Czech Republic"
"7237",8788,12.72,49.92,"Czech Republic"
"7238",8789,12.73,49.92,"Czech Republic"
"7239",8790,12.72,49.92,"Czech Republic"
"7240",8791,12.67,49.67,"Czech Republic"
"7241",8792,12.66,49.67,"Czech Republic"
"7242",8793,12.67,49.67,"Czech Republic"
"7243",8794,12.68,49.67,"Czech Republic"
"7244",8795,12.68,49.67,"Czech Republic"
"7245",8796,13.62,50.55,"Czech Republic"
"7246",8797,13.33,50.38,"Czech Republic"
"7247",8798,13.33,50.38,"Czech Republic"
"7248",8799,13.35,50.38,"Czech Republic"
"7249",8800,13.33,50.38,"Czech Republic"
"7250",8801,13.33,50.38,"Czech Republic"
"7251",8802,13.35,49.73,"Czech Republic"
"7252",8803,13.28,49.67,"Czech Republic"
"7253",8804,13.27,49.65,"Czech Republic"
"7254",8805,13.27,49.17,"Czech Republic"
"7255",8806,13.26,49.17,"Czech Republic"
"7256",8807,13.25,49.17,"Czech Republic"
"7257",8808,13.38,49.77,"Czech Republic"
"7258",8809,13.38,49.77,"Czech Republic"
"7259",8810,13.62,49.07,"Czech Republic"
"7260",8811,13.62,49.07,"Czech Republic"
"7261",8812,13.62,49.07,"Czech Republic"
"7262",8813,13.93,50.55,"Czech Republic"
"7263",8814,13.93,50.55,"Czech Republic"
"7264",8815,13.92,50.55,"Czech Republic"
"7265",8816,13.93,50.55,"Czech Republic"
"7266",8817,13.93,50.56,"Czech Republic"
"7267",8818,13.93,50.56,"Czech Republic"
"7268",8819,13.93,50.55,"Czech Republic"
"7269",8820,13.93,50.56,"Czech Republic"
"7270",8821,13.8,50.65,"Czech Republic"
"7271",8822,13.83,49.47,"Czech Republic"
"7272",8823,13.83,49.47,"Czech Republic"
"7273",8824,13.82,49.47,"Czech Republic"
"7274",8825,13.83,49.46,"Czech Republic"
"7275",8826,13.84,49.47,"Czech Republic"
"7276",8827,13.84,49.47,"Czech Republic"
"7277",8828,14.03,50.68,"Czech Republic"
"7278",8829,14.03,50.68,"Czech Republic"
"7279",8830,14.02,50.67,"Czech Republic"
"7280",8831,14.03,50.68,"Czech Republic"
"7281",8832,14.04,50.68,"Czech Republic"
"7282",8833,14.04,50.68,"Czech Republic"
"7283",8834,14.17,50.47,"Czech Republic"
"7284",8835,14.16,50.46,"Czech Republic"
"7285",8836,14.17,50.47,"Czech Republic"
"7286",8837,14.17,50.46,"Czech Republic"
"7287",8838,14.17,50.46,"Czech Republic"
"7288",8839,14.28,50.1,"Czech Republic"
"7289",8840,14.28,50.1,"Czech Republic"
"7290",8841,14.28,50.1,"Czech Republic"
"7291",8842,14.27,50.1,"Czech Republic"
"7292",8843,14.28,50.1,"Czech Republic"
"7293",8844,14.28,50.1,"Czech Republic"
"7294",8845,14.25,50.1,"Czech Republic"
"7295",8846,14.25,50.1,"Czech Republic"
"7296",8847,14.28,50.1,"Czech Republic"
"7297",8848,14.28,50.1,"Czech Republic"
"7298",8849,14.28,50.1,"Czech Republic"
"7299",8850,14.28,50.1,"Czech Republic"
"7300",8851,14.27,50.09,"Czech Republic"
"7301",8852,14.25,50.1,"Czech Republic"
"7302",8853,14.26,50.1,"Czech Republic"
"7303",8854,14.26,50.1,"Czech Republic"
"7304",8855,14.43,50.07,"Czech Republic"
"7305",8856,14.45,50,"Czech Republic"
"7306",8857,14.45,50,"Czech Republic"
"7307",8858,14.45,50,"Czech Republic"
"7308",8859,14.45,50.02,"Czech Republic"
"7309",8860,14.33,49.2,"Czech Republic"
"7310",8861,14.33,49.19,"Czech Republic"
"7311",8862,14.33,49.2,"Czech Republic"
"7312",8863,14.35,49.2,"Czech Republic"
"7313",8864,14.34,49.2,"Czech Republic"
"7314",8865,14.34,49.2,"Czech Republic"
"7315",8866,14.48,49.03,"Czech Republic"
"7316",8867,14.4,48.95,"Czech Republic"
"7317",8868,14.45,48.95,"Czech Republic"
"7318",8869,14.45,48.95,"Czech Republic"
"7319",8870,14.45,48.95,"Czech Republic"
"7320",8871,14.45,48.93,"Czech Republic"
"7321",8872,14.45,48.93,"Czech Republic"
"7322",8873,14.45,48.92,"Czech Republic"
"7323",8874,14.43,48.95,"Czech Republic"
"7324",8875,15.75,50.03,"Czech Republic"
"7325",8876,17.13,49.47,"Czech Republic"
"7326",8877,14.47,48.95,"Czech Republic"
"7327",8878,14.47,48.95,"Czech Republic"
"7328",8879,14.53,50.12,"Czech Republic"
"7329",8880,14.53,50.12,"Czech Republic"
"7330",8881,14.67,49.42,"Czech Republic"
"7331",8882,15.07,50.77,"Czech Republic"
"7332",8883,15.02,50.77,"Czech Republic"
"7333",8884,15.02,50.77,"Czech Republic"
"7334",8885,15.01,50.76,"Czech Republic"
"7335",8886,15.02,50.77,"Czech Republic"
"7336",8887,15.02,50.77,"Czech Republic"
"7337",8888,15.38,49.93,"Czech Republic"
"7338",8889,15.37,49.92,"Czech Republic"
"7339",8890,15.38,49.95,"Czech Republic"
"7340",8891,15.39,49.94,"Czech Republic"
"7341",8892,15.38,49.93,"Czech Republic"
"7342",8893,15.39,49.94,"Czech Republic"
"7343",8894,15.08,49.58,"Czech Republic"
"7344",8895,15.08,49.57,"Czech Republic"
"7345",8896,15.08,49.58,"Czech Republic"
"7346",8897,15.08,49.57,"Czech Republic"
"7347",8898,15.08,49.57,"Czech Republic"
"7348",8899,15.47,49.18,"Czech Republic"
"7349",8900,15.47,49.17,"Czech Republic"
"7350",8901,15.47,49.18,"Czech Republic"
"7351",8902,15.43,49.02,"Czech Republic"
"7352",8903,15.44,49.16,"Czech Republic"
"7353",8904,15.43,49.17,"Czech Republic"
"7354",8905,15.44,49.16,"Czech Republic"
"7355",8906,15.73,50.75,"Poland"
"7356",8907,15.75,50.67,"Czech Republic"
"7357",8908,15.75,50.67,"Czech Republic"
"7358",8909,15.72,50.68,"Czech Republic"
"7359",8910,15.73,50.69,"Czech Republic"
"7360",8911,15.73,50.69,"Czech Republic"
"7361",8912,15.73,50.7,"Czech Republic"
"7362",8913,15.73,50.69,"Czech Republic"
"7363",8914,15.85,50.25,"Czech Republic"
"7364",8915,15.85,50.25,"Czech Republic"
"7365",8916,15.85,50.25,"Czech Republic"
"7366",8917,15.85,50.25,"Czech Republic"
"7367",8918,15.83,50.18,"Czech Republic"
"7368",8919,15.58,49.62,"Czech Republic"
"7369",8920,15.73,50.02,"Czech Republic"
"7370",8921,15.73,50.01,"Czech Republic"
"7371",8922,15.74,50.02,"Czech Republic"
"7372",8923,15.74,50.02,"Czech Republic"
"7373",8924,15.53,49.62,"Czech Republic"
"7374",8925,15.77,49.58,"Czech Republic"
"7375",8926,15.77,49.58,"Czech Republic"
"7376",8927,15.77,49.58,"Czech Republic"
"7377",8928,15.76,49.57,"Czech Republic"
"7378",8929,15.76,49.58,"Czech Republic"
"7379",8930,15.76,49.58,"Czech Republic"
"7380",8931,16.32,50.35,"Czech Republic"
"7381",8932,16.43,49.98,"Czech Republic"
"7382",8933,16.43,49.98,"Czech Republic"
"7383",8934,16.43,49.98,"Czech Republic"
"7384",8935,16.42,49.98,"Czech Republic"
"7385",8936,16.42,49.98,"Czech Republic"
"7386",8937,16.42,49.98,"Czech Republic"
"7387",8938,16.03,49.73,"Czech Republic"
"7388",8939,16.02,49.73,"Czech Republic"
"7389",8940,16.03,49.73,"Czech Republic"
"7390",8941,16.03,49.74,"Czech Republic"
"7391",8942,16.03,49.74,"Czech Republic"
"7392",8943,16.13,49.17,"Czech Republic"
"7393",8944,16.12,49.17,"Czech Republic"
"7394",8945,16.12,49.17,"Czech Republic"
"7395",8946,16.12,49.17,"Czech Republic"
"7396",8947,16.13,49.1,"Czech Republic"
"7397",8948,16.13,49.09,"Czech Republic"
"7398",8949,16.13,49.1,"Czech Republic"
"7399",8950,16.13,49.1,"Czech Republic"
"7400",8951,16.08,48.88,"Czech Republic"
"7401",8952,16.08,48.88,"Czech Republic"
"7402",8953,16.07,48.88,"Czech Republic"
"7403",8954,16.09,48.88,"Czech Republic"
"7404",8955,16.09,48.88,"Czech Republic"
"7405",8956,16.95,49.65,"Czech Republic"
"7406",8957,16.95,49.65,"Czech Republic"
"7407",8958,16.95,49.65,"Czech Republic"
"7408",8959,16.95,49.65,"Czech Republic"
"7409",8960,16.65,49.18,"Czech Republic"
"7410",8961,16.62,49.08,"Czech Republic"
"7411",8962,16.61,49.07,"Czech Republic"
"7412",8963,16.65,49.18,"Czech Republic"
"7413",8964,16.7,49.15,"Czech Republic"
"7414",8965,16.7,49.15,"Czech Republic"
"7415",8966,16.68,49.15,"Czech Republic"
"7416",8967,16.69,49.15,"Czech Republic"
"7417",8968,16.69,49.15,"Czech Republic"
"7418",8969,17.12,50.18,"Czech Republic"
"7419",8970,17.11,50.19,"Czech Republic"
"7420",8971,17.11,50.19,"Czech Republic"
"7421",8972,17.23,50.07,"Czech Republic"
"7422",8973,17.23,50.07,"Czech Republic"
"7423",8974,17.23,50.07,"Czech Republic"
"7424",8975,17.88,49.93,"Czech Republic"
"7425",8976,17.22,49.6,"Czech Republic"
"7426",8977,17.4,49.43,"Czech Republic"
"7427",8978,17.4,49.42,"Czech Republic"
"7428",8979,17.4,49.42,"Czech Republic"
"7429",8980,17.4,49.42,"Czech Republic"
"7430",8981,17.41,49.42,"Czech Republic"
"7431",8982,17.41,49.42,"Czech Republic"
"7432",8983,71.4,46.48,"Kazakhstan"
"7433",8984,17.4,49.43,"Czech Republic"
"7434",8985,17.45,49.45,"Czech Republic"
"7435",8986,17.55,49.77,"Czech Republic"
"7436",8987,17.55,49.78,"Czech Republic"
"7437",8988,17.54,49.78,"Czech Republic"
"7438",8989,17.55,49.77,"Czech Republic"
"7439",8990,17.55,49.78,"Czech Republic"
"7440",8991,17.54,49.78,"Czech Republic"
"7441",8992,17.54,49.78,"Czech Republic"
"7442",8993,17.57,49.32,"Czech Republic"
"7443",8994,17.95,49.53,"Czech Republic"
"7444",8995,17.57,49.32,"Czech Republic"
"7445",8996,17.56,49.32,"Czech Republic"
"7446",8997,17.57,49.32,"Czech Republic"
"7447",8998,18.27,49.78,"Czech Republic"
"7448",8999,18.27,49.78,"Czech Republic"
"7449",9000,18.12,49.68,"Czech Republic"
"7450",9001,18.11,49.67,"Czech Republic"
"7451",9002,18.12,49.68,"Czech Republic"
"7452",9003,18.12,49.7,"Czech Republic"
"7453",9004,18.12,49.7,"Czech Republic"
"7454",9005,18.12,49.7,"Czech Republic"
"7455",9006,18.27,49.78,"Czech Republic"
"7456",9007,18.45,49.55,"Czech Republic"
"7457",9008,18.45,49.55,"Czech Republic"
"7458",9009,18.45,49.55,"Czech Republic"
"7459",9010,17.15,48.4,"Slovakia"
"7460",9011,17.15,48.25,"Slovakia"
"7461",9012,17.2,48.2,"Slovakia"
"7462",9013,17.2,48.2,"Slovakia"
"7463",9014,17.22,48.17,"Slovakia"
"7464",9015,17.2,48.2,"Slovakia"
"7465",9016,17.2,48.17,"Slovakia"
"7466",9017,17.2,48.17,"Slovakia"
"7467",9018,17.2,48.2,"Slovakia"
"7468",9019,17.2,48.19,"Slovakia"
"7469",9020,17.2,48.2,"Slovakia"
"7470",9021,17.67,48.48,"Slovakia"
"7471",9022,17.82,48.62,"Slovakia"
"7472",9023,17.83,48.53,"Slovakia"
"7473",9024,18.38,48.88,"Slovakia"
"7474",9025,17.83,48.62,"Slovakia"
"7475",9026,17.83,48.62,"Slovakia"
"7476",9027,17.83,48.53,"Slovakia"
"7477",9028,17.82,48.53,"Slovakia"
"7478",9029,17.83,48.62,"Slovakia"
"7479",9030,18.62,49.23,"Slovakia"
"7480",9031,18.15,48.3,"Slovakia"
"7481",9032,18.13,48.28,"Slovakia"
"7482",9033,18.13,48.28,"Slovakia"
"7483",9034,18.45,48.28,"Slovakia"
"7484",9035,18.2,47.87,"Slovakia"
"7485",9036,18.2,47.87,"Slovakia"
"7486",9037,18.2,47.86,"Slovakia"
"7487",9038,18.77,49.2,"Slovakia"
"7488",9039,18.77,49.2,"Slovakia"
"7489",9040,18.6,48.77,"Slovakia"
"7490",9041,18.6,48.77,"Slovakia"
"7491",9042,18.59,48.76,"Slovakia"
"7492",9043,18.6,48.77,"Slovakia"
"7493",9044,18.88,48.17,"Slovakia"
"7494",9045,18.88,48.17,"Slovakia"
"7495",9046,18.87,48.17,"Slovakia"
"7496",9047,18.87,48.17,"Slovakia"
"7497",9048,18.86,48.17,"Slovakia"
"7498",9049,18.87,48.17,"Slovakia"
"7499",9050,23.3,46.53,"Romania"
"7500",9051,19.15,48.63,"Slovakia"
"7501",9052,19.15,48.63,"Slovakia"
"7502",9053,19.15,48.63,"Slovakia"
"7503",9054,19.15,48.65,"Slovakia"
"7504",9055,19.58,48.93,"Slovakia"
"7505",9056,19.58,48.93,"Slovakia"
"7506",9057,19.57,48.92,"Slovakia"
"7507",9058,19.6,48.98,"Slovakia"
"7508",9059,19.68,48.33,"Slovakia"
"7509",9060,19.68,49.37,"Slovakia"
"7510",9061,19.68,49.36,"Slovakia"
"7511",9062,19.68,49.37,"Slovakia"
"7512",9063,19.77,48.33,"Slovakia"
"7513",9064,19.77,48.33,"Slovakia"
"7514",9065,20.22,49.2,"Slovakia"
"7515",9066,20.22,49.2,"Slovakia"
"7516",9067,20.22,49.2,"Slovakia"
"7517",9068,20.22,49.19,"Slovakia"
"7518",9069,20.07,49.12,"Slovakia"
"7519",9070,20.07,49.12,"Slovakia"
"7520",9071,20.08,49.12,"Slovakia"
"7521",9072,20.07,49.11,"Slovakia"
"7522",9073,20.08,49.12,"Slovakia"
"7523",9074,20.25,49.07,"Slovakia"
"7524",9075,20.25,49.07,"Slovakia"
"7525",9076,20.25,49.07,"Slovakia"
"7526",9077,20.18,48.85,"Slovakia"
"7527",9078,20.18,48.84,"Slovakia"
"7528",9079,21.32,49.03,"Slovakia"
"7529",9080,20.98,48.78,"Slovakia"
"7530",9081,21.25,49,"Slovakia"
"7531",9082,21.27,48.7,"Slovakia"
"7532",9083,21.27,48.7,"Slovakia"
"7533",9084,21.45,49.17,"Slovakia"
"7534",9085,21.26,48.69,"Slovakia"
"7535",9086,21.22,48.67,"Slovakia"
"7536",9087,21.65,49.22,"Slovakia"
"7537",9088,21.65,49.21,"Slovakia"
"7538",9089,21.65,49.22,"Slovakia"
"7539",9090,21.73,48.67,"Slovakia"
"7540",9091,21.73,48.67,"Slovakia"
"7541",9092,22,48.93,"Slovakia"
"7542",9093,22,49.55,"Poland"
"7543",9094,22,48.93,"Slovakia"
"7544",9095,22,48.92,"Slovakia"
"7545",9096,20.55,48.93,"Slovakia"
"7546",9097,15.57,54.18,"Poland"
"74488",9098,15.67,54.2,"Polish part of the Baltic Sea"
"7547",9099,15.58,54.18,"Poland"
"7548",9100,15.58,54.18,"Poland"
"7549",9101,15.58,54.17,"Poland"
"82694",9102,15.35,54.15,"Poland"
"7550",9103,14.77,54.02,"Poland"
"7551",9104,14.73,54.02,"Poland"
"7552",9105,16.18,54.2,"Poland"
"7553",9106,16.18,54.2,"Poland"
"7554",9107,16.15,54.2,"Poland"
"7555",9108,16.15,54.2,"Poland"
"7556",9109,16.15,54.19,"Poland"
"7557",9110,16.27,54.07,"Poland"
"7558",9111,16.3,54.03,"Poland"
"7559",9112,16.12,54.28,"Poland"
"7560",9113,16.15,54.19,"Poland"
"7561",9114,16.68,54.12,"Poland"
"7562",9115,17.5,54.17,"Poland"
"7563",9116,16.38,54.43,"Poland"
"7564",9117,16.38,54.43,"Poland"
"7565",9118,16.85,54.58,"Poland"
"7566",9119,16.87,54.58,"Poland"
"7567",9120,16.87,54.58,"Poland"
"7568",9121,16.86,54.57,"Poland"
"7569",9122,16.87,54.58,"Poland"
"7570",9123,17,54.45,"Poland"
"7571",9124,17.57,54.77,"Poland"
"7572",9125,17.53,54.75,"Poland"
"7573",9126,17.52,54.75,"Poland"
"7574",9127,17.53,54.75,"Poland"
"7575",9128,16.62,54.55,"Poland"
"7576",9129,16.35,54.4,"Poland"
"7577",9130,16.4,54.4,"Poland"
"7578",9131,17.75,54.55,"Poland"
"7579",9132,17.75,54.55,"Poland"
"7580",9133,17.75,54.55,"Poland"
"7581",9134,16.27,54.05,"Poland"
"7582",9135,18.38,54.58,"Poland"
"7583",9136,17.1,54.48,"Poland"
"7584",9137,18.82,54.6,"Poland"
"7585",9138,18.82,54.6,"Poland"
"74489",9139,18.81,54.59,"Polish part of the Baltic Sea"
"7586",9140,17.77,54.42,"Poland"
"7587",9141,17.77,54.42,"Poland"
"74490",9142,18.81,54.59,"Polish part of the Baltic Sea"
"74491",9143,18.7,54.4,"Polish part of the Baltic Sea"
"74492",9144,18.7,54.5,"Polish part of the Baltic Sea"
"7588",9145,18.52,54.57,"Poland"
"7589",9146,18.52,54.58,"Poland"
"74493",9147,18.35,54.83,"Polish part of the Baltic Sea"
"7590",9148,18.55,54.52,"Poland"
"74494",9149,18.57,54.52,"Polish part of the Baltic Sea"
"7591",9150,18.67,54.25,"Poland"
"7592",9151,18.67,54.25,"Poland"
"74495",9152,18.8,54.58,"Polish part of the Baltic Sea"
"7593",9153,18.6,54.38,"Poland"
"7594",9154,18.6,54.38,"Poland"
"7595",9155,18.6,54.4,"Poland"
"7596",9156,18.6,54.4,"Poland"
"7597",9157,18.47,54.38,"Poland"
"7598",9158,18.47,54.38,"Poland"
"7599",9159,19.13,54.03,"Poland"
"7600",9160,18.93,54.33,"Poland"
"7601",9161,18.93,54.33,"Poland"
"7602",9162,19.13,54.03,"Poland"
"7603",9163,19.43,54.15,"Poland"
"7604",9164,19.43,54.17,"Poland"
"7605",9165,19.43,54.17,"Poland"
"7606",9166,19.42,54.17,"Poland"
"7607",9167,19.97,54.48,"Russia"
"7608",9168,20.57,54.13,"Poland"
