id	longitude	latitude	marine_region
65359	50.62	26.27	NA
65360	45.02	12.83	NA
65363	92.72	11.67	NA
65364	92.72	11.67	NA
65415	-69.88	18.47	NA
65416	-69.88	18.47	NA
65456	-89.38	29.97	NA
65486	-69.97	41.67	NA
65495	-68.55	70.45	NA
65503	-110.95	18.72	NA
65532	-122.22	37.75	NA
65547	-170.22	57.15	NA
65684	170.32	-72.32	NA
65714	18.3	80.05	NA
65743	-51.18	63.43	NA
65767	92.72	11.67	NA
65854	50.62	26.27	NA
65856	45.02	12.83	NA
65885	120.43	22.47	NA
66005	-44.71	-60.75	NA
66014	100.73	-66.27	NA
66041	96.83	-12.18	NA
66044	77.9	-68.6	NA
66051	-6.32	58.22	NA
66065	50.62	26.27	NA
66067	45.02	12.83	NA
66103	92.72	11.67	NA
66104	92.72	11.67	NA
66147	37.87	-46.88	NA
66193	-68.31	-54.8	NA
66194	-68.31	-54.8	NA
66196	-44.71	-60.75	NA
66197	-44.71	-60.75	NA
66204	170.32	-72.32	NA
66215	179.22	-8.52	NA
66223	174.8	-37.02	NA
66269	96.83	-12.18	NA
66293	17.91	69.54	NA
66294	18.08	69.35	NA
66296	18.92	69.33	NA
66330	30.09	70.07	NA
66335	12.22	65.47	NA
66374	8	63	NA
66474	10.62	59.88	NA
66996	-4.12	50.35	NA
67011	-1.28	50.58	NA
67013	-1.3	50.82	NA
67030	-7.02	55.07	NA
67079	-21.93	64.13	NA
67123	-53	68	NA
67124	-53.7	66.93	NA
67131	-51.55	63.7	NA
67138	-46.05	60.72	NA
67164	-44	60	NA
67203	11.97	54.57	NA
67205	11.77	55.08	NA
67530	5.93	43.1	NA
67557	9.18	41.37	NA
67563	-8.37	43.38	NA
67570	-3.83	43.43	NA
67571	-3.78	43.47	NA
67692	-8.83	41.68	NA
68463	27.92	43.2	NA
68574	13.12	41.25	NA
68641	9.05	39.25	NA
68667	20.48	38.17	NA
68674	23.7	37.9	NA
68711	29.07	40.96	NA
68730	26.4	40.13	NA
68782	30.7	36.88	NA
68807	83.25	75.92	NA
68846	139.77	73.4	NA
68863	136.58	71.5	NA
69002	57.97	68.8	NA
69332	154.7	60.2	NA
69334	163.63	60.87	NA
69336	170.73	60.43	NA
69354	22.78	58.82	NA
69768	144.79	59.39	NA
69894	143.2	52.4	NA
69950	156.48	51.48	NA
70036	47.8	44.82	NA
70037	47.78	44.82	NA
70038	47.78	44.81	NA
70075	51	47	NA
70081	53	46	NA
70187	49.52	39.38	NA
70188	49.51	39.37	NA
70202	52.65	42.73	NA
70232	35.75	35.55	NA
70294	50.62	26.27	NA
70295	50.63	26.27	NA
70322	49.4	14.65	NA
70323	45.03	12.83	NA
70359	52.65	36.72	NA
70388	49.2	30.5	NA
70390	49.2	30.5	NA
70607	91.42	22.48	NA
70608	91.42	22.48	NA
70610	91.1	22.45	NA
70611	91.09	22.44	NA
70851	84.12	18.32	NA
70959	93.72	7.2	NA
71085	120.43	22.47	NA
71177	126.57	33.23	NA
71355	138.85	34.6	NA
71410	132.42	34.36	NA
71427	131.04	34.04	NA
71428	131.04	34.04	NA
71435	133.93	34.58	NA
71520	123.75	24.38	NA
71522	124.17	24.33	NA
71647	102.88	11.78	NA
71656	98.4	7.97	NA
72647	118.07	24.45	NA
72690	120.43	22.47	NA
72713	108.63	19.13	NA
72910	-12.5	7.53	NA
72928	55.48	-21.33	NA
72981	32.23	31.28	NA
72983	32.23	31.28	NA
73022	33.62	28.22	NA
73104	45.35	2.03	NA
73171	39.62	-4.03	NA
73174	39.72	-5.07	NA
73507	49.82	-17.08	NA
73525	40.37	-11.35	NA
73541	36.88	-17.88	NA
73770	-62	45	NA
73959	-64.35	49.82	NA
74005	-64.05	67.55	NA
74015	-123.42	48.13	NA
74028	-69.97	41.67	NA
74048	-118.32	29.17	NA
74139	-110.95	18.72	NA
74148	-91.8	18.65	NA
74158	-99.77	16.75	NA
74200	-73.68	20.93	NA
74230	-82.93	21.45	NA
74232	-82.93	21.45	NA
74238	-81.05	22.07	NA
74296	-69.88	18.47	NA
74343	-84.85	9.98	NA
74377	-61.6	12.15	NA
74378	-61.6	12.14	NA
74379	-61.6	12.15	NA
74433	-71.6	10.65	NA
74434	-71.6	10.64	NA
74819	-79.65	0.98	NA
74922	-72.43	-35.32	NA
74974	-67.48	-54.92	NA
74977	-58.93	-62.2	NA
74982	-62.87	-64.82	NA
75195	-36.5	-54.28	NA
75212	-58.93	-62.2	NA
75214	-58.47	-62.16	NA
75228	170.32	-72.32	NA
75312	167.22	-15.52	NA
75314	167.8	-16.42	NA
75332	167.89	-21.54	NA
75357	180	-16	NA
75364	178.85	-17.68	NA
75393	-176.13	-13.28	NA
75465	-130.07	-25.07	NA
75498	174.27	-41.73	NA
75536	130.04	-11.82	NA
75629	140.02	-66.67	NA
75687	112.63	-5.85	NA
75712	124.38	-9.2	NA
75713	124.37	-9.2	NA
75743	131.3	-7.98	NA
75747	121.47	19.27	NA
75788	124.23	13.58	NA
75796	123.62	12.37	NA
75821	123.35	8.6	NA
77443	-53.7	66.93	NA
77479	-8.37	43.38	NA
77480	-3.78	43.47	NA
77550	139.77	73.4	NA
77625	70.2	66.7	NA
77626	72.38	66.5	NA
77721	170.73	60.43	NA
77731	21.9	58.25	NA
77945	49.62	46.05	NA
77953	47.8	45.4	NA
78053	49.65	39.98	NA
78089	52.65	36.72	NA
78146	124.17	24.33	NA
78299	-64.05	67.55	NA
78446	-79.65	0.98	NA
78447	-79.65	0.98	NA
78448	-79.65	0.98	NA
78576	178.85	-17.68	NA
78588	-176.13	-13.28	NA
78622	-130.07	-25.07	NA
78639	123.35	8.6	NA
78697	25.07	76.5	NA
78707	37.87	-46.88	NA
78748	28.92	-32.23	NA
78755	29.55	-31.63	NA
78903	119.89	16.39	NA
78969	178.43	-18.13	NA
78971	178.43	-18.13	NA
78972	178.43	-18.13	NA
78973	178.43	-18.13	NA
78974	178.43	-18.13	NA
78975	178.43	-18.13	NA
78976	178.43	-18.13	NA
78977	178.43	-18.13	NA
78990	27.92	43.2	NA
78998	142.66	-67	NA
79056	-51.73	64.18	NA
79059	15.72	78.47	NA
79060	-64.75	81.73	NA
79071	58.07	81.78	NA
79107	134.48	7.33	NA
79122	40.37	-11.35	NA
79128	36.88	-17.88	NA
79165	-135.35	57.05	NA
79240	-76.48	38.98	NA
79312	124.17	24.33	NA
79326	134.48	7.33	NA
79391	-135.33	57.05	NA
79392	-135.33	57.05	NA
79400	-88.04	30.69	NA
79401	-88.04	30.69	NA
79485	-80.08	26.95	NA
79490	-87.21	30.41	NA
79491	-87.21	30.41	NA
79621	-76.48	38.98	NA
79732	-75.52	35.25	NA
79823	-123.83	46.19	NA
79824	-123.83	46.19	NA
79978	-61.1	14.6	NA
80011	27.92	43.2	NA
80039	92.72	11.68	NA
80041	55.52	-4.67	NA
80087	9.84	37.33	NA
80097	32.23	31.28	NA
80118	105.72	-10.42	NA
80140	-61.75	12.05	NA
80158	46.32	-15.72	NA
80209	105.72	-10.42	NA
80284	174.8	-36.83	NA
80295	134.48	7.33	NA
80305	58	80.6	NA
80449	175.77	69.88	NA
80458	-179.1	66.35	NA
80479	154.27	59.65	NA
80700	140.3	49	NA
80725	142.08	45.9	NA
80732	156.7	57.08	NA
80806	47.5	44.5	NA
80819	47.48	43.01	NA
81018	154.27	59.65	NA
81500	140.3	49	NA
81546	156.7	57.08	NA
81552	156.48	51.48	NA
81680	47.48	44.47	NA
81698	47.48	43.02	NA
81699	47.5	43	NA
81700	47.92	42.53	NA
81760	50.32	40.47	NA
81779	48.88	38.45	NA
81795	51.18	43.6	NA
81889	53.1	39.1	NA
81919	53.63	37.47	NA
81968	-58.93	-62.2	NA
81971	11.83	-70.77	NA
81991	-58.93	-62.2	NA
81992	11.83	-70.77	NA
82000	35.77	35.53	NA
82095	52.65	36.72	NA
82161	60.62	25.28	NA
82173	50.65	26.27	NA
82212	45.03	12.83	NA
82316	92.72	11.67	NA
82320	80.02	9.65	NA
82612	118.08	24.48	NA
82758	17.85	-32.83	NA
82764	37.87	-46.88	NA
82797	-62.27	82.52	NA
82854	-53.1	48.67	NA
82891	-70.8	47.07	NA
83020	-88.3	18.48	NA
83031	-62.68	17.3	NA
83115	-58.93	-62.2	NA
83122	11.75	-70.77	NA
83127	162.97	-76.72	NA
83135	163.68	-74.95	NA
83139	-159.33	21.98	NA
83143	167.73	8.73	NA
83144	134.48	7.33	NA
83150	179.22	-8.5	NA
83155	178.43	-18.13	NA
83276	134.88	-33.65	NA
83434	151.57	-33.27	NA
83448	150.15	-35.9	NA
83453	148.27	-41.33	NA
83454	148.02	-42.67	NA
83509	112.63	-5.85	NA
83516	96.83	-12.18	NA
83546	138.72	-1.83	NA
83560	131.3	-7.98	NA
83563	121.47	19.27	NA
83583	124.23	13.58	NA
83588	123.62	12.37	NA
83592	125.73	11.03	NA
83599	123.35	8.6	NA
83628	96.83	-12.18	NA
83651	117.18	-20.67	NA
83661	153.36	-29.43	NA
83674	150.15	-35.9	NA
83699	143.51	-38.85	NA
83702	142.48	-38.38	NA
83734	174.11	-35.26	NA
83753	-15.43	11.57	NA
83761	73.81	15.49	NA
83763	36.88	-17.88	NA
83778	147.93	-42.55	NA
83786	179.21	-8.5	NA
83788	178.43	-18.13	NA
83809	-2.53	49.45	NA
